# (priority) meanTasklength meanRealWCLength meanProcWorkload meanProcRatio minProcRatio
--job 96.421875 322.85156 300.2492 0.9299915 0.9299915
--job 85.3125 264.625 253.13202 0.9565688 0.9565688
--job 4416.875 16956.375 16701.215 0.984952 0.984952
--job 98.875 239.375 215.31952 0.8995071 0.8995071
--job 5877.5 24738.998 24342.924 0.9839899 0.9839899
--job 96.125 372.375 329.76407 0.8855698 0.8855698
--job 746.7321 11526.5 10765.152 0.93394804 0.93394804
--job 272.375 572.75 524.8336 0.9163398 0.9163398
--job 88.98637 5076.752 3669.2 0.72274554 0.72274554
--job 72.57031 193.14062 119.57031 0.61908424 0.61908424
--job 23.375 814.25 780.875 0.9590114 0.9590114
--job 260.0 390.625 371.3543 0.9497113 0.911907
--job 687.4583 8788.75 8606.307 0.9791087 0.9780528
--job 121.75 3164.875 3079.9446 0.9731647 0.9731647
--job 436.78845 486.7666 443.444 0.90563875 0.80780995
--job 315.8125 689.4375 672.9031 0.97601753 0.97601753
--job 7.75 91.375 82.625 0.9042408 0.9042408
--job 14.34375 238.04688 221.70312 0.9313423 0.9313423
--job 330.58334 2892.0 2786.0845 0.9633764 0.9633764
--job 150.75 482.625 403.69452 0.8364559 0.8364559
--job 153.0 1039.0 950.8195 0.9151295 0.9151295
--job 183.125 330.25 297.76407 0.9016323 0.9016323
=pc 10 NaN NaN NaN NaN 1.0
=pc 9 47.510548 3840.0425 3343.2876 0.8556493 0.7745237
--job 257.6111 6617.9 5776.701 0.87132156 0.8631522
--job 45.829166 854.6875 688.601 0.80567575 0.80567575
--job 44.198082 280.20157 232.39156 0.82963485 0.78455025
--job 299.4471 6612.5063 5772.3213 0.87128097 0.8653842
--job 24.453125 62.21875 51.443993 0.8268246 0.8268246
--job 507.875 1311.125 1141.4238 0.8705683 0.8705683
--job 225.1875 1823.6251 1591.2815 0.87259245 0.87259245
--job 35.42133 856.55 688.04785 0.80366206 0.7745237
--job 15.25 42.0 35.535576 0.84608513 0.84608513
--job 247.51042 4960.825 4328.567 0.87116325 0.8659757
--job 7032.953 13014.609 11364.225 0.8731898 0.8731898
--job 215.3434 5390.077 4703.542 0.8702289 0.85969573
--job 288.91318 6322.235 5519.1714 0.87158424 0.86334443
--job 628.4344 7212.422 6296.753 0.8716955 0.8629031
--job 5.5 441.9375 381.4375 0.8631028 0.8631028
--job 497.2216 5637.7593 4921.157 0.87177926 0.8623892
=pc 6 313.03833 622.30914 582.97345 0.9349944 0.8615562
--job 549.125 1070.625 1012.9797 0.94615734 0.94615734
--job 391.4453 1360.4861 1272.9296 0.9376825 0.92802554
--job 255.83035 514.2742 479.7473 0.93536294 0.91484845
--job 30.875 141.58928 129.89493 0.91704553 0.8615562
--job 2.25 247.40625 232.15625 0.9383605 0.9383605
--job 217.875 324.5 301.93964 0.93047655 0.93047655
--job 332.4537 1029.7137 960.1777 0.93318003 0.9225654
--job 21.4375 639.9375 602.1929 0.9410183 0.9410183
--job 166.25 272.25 254.743 0.93566525 0.922636
=pc 11 NaN NaN NaN NaN 1.0
=pc 2 9799.085 9659.153 9515.918 0.8871321 0.70191425
--job 4246.764 4386.047 4293.4707 0.944471 0.7942493
--job 173.49219 253.28906 177.7872 0.70191425 0.70191425
--job 4906.6562 6685.0156 6590.949 0.9851887 0.9802615
--job 240.97266 277.27344 232.28143 0.83773416 0.83773416
--job 6900.419 31370.453 31004.213 0.9883164 0.9801988
--job 139.96875 259.125 216.14658 0.8341402 0.8341402
--job 138.49902 206.19922 165.69052 0.80354583 0.80354583
--job 10909.83 54567.527 53954.863 0.9887679 0.9846793
--job 105.58008 144.85547 137.26572 0.94760466 0.94760466
--job 158.45898 249.66016 189.1915 0.7577961 0.7577961
--job 231.72656 278.48047 242.73456 0.87163943 0.87163943
--job 10922.71 17231.92 16986.414 0.9844666 0.93314874
=pc 3 23.351562 244.9375 193.08943 0.78832126 0.78832126
--job 23.351562 244.9375 193.08943 0.78832126 0.78832126
=pc 7 NaN NaN NaN NaN 1.0
=pc 1 4740.03 13764.275 13524.256 0.94694614 0.39384615
